Application_number,Country,SOP,PS,LOR,GRE,Research,IELTS,Experience,Admit
168467,INT,2.7,3.9,4.3,338,1,0,1,1
169566,INT,2.8,2.4,2.8,311,1,1,2,1
120549,INT,2.4,2.3,2.5,285,1,0,2,0
111155,USA,1.5,1.2,1.7,318,1,0,2,1
183999,INT,3.7,2.0,3.1,312,1,0,2,0
107649,USA,3.2,2.3,2.1,264,0,1,2,0
126468,USA,3.3,2.9,1.9,288,0,0,1,1
111598,USA,1.0,3.0,1.1,331,0,1,2,1
116345,INT,1.3,4.6,3.7,268,1,0,1,0
104910,INT,2.3,4.6,3.3,281,1,0,2,1
160503,USA,1.4,2.1,2.0,288,1,1,2,0
177954,USA,4.0,2.5,1.9,291,0,0,2,1
157058,INT,1.0,1.8,2.3,317,1,0,2,0
195313,INT,2.3,2.4,1.3,281,1,1,2,0
100855,USA,1.8,4.2,2.3,305,0,0,1,1
197308,USA,1.1,3.4,3.2,304,0,0,2,1
163144,INT,4.4,2.1,4.9,262,1,1,1,1
119693,USA,4.2,3.8,4.8,279,0,1,1,0
182016,INT,3.7,3.4,1.1,265,1,0,2,1
106085,USA,3.0,4.0,1.9,295,1,1,1,1
187913,USA,2.1,3.0,3.6,309,0,0,2,0
159462,USA,2.2,4.0,1.9,268,1,0,2,1
100835,USA,4.8,1.1,1.4,275,0,1,2,1
149269,USA,2.8,4.0,3.2,332,0,0,2,0
111880,USA,2.7,1.9,3.4,338,1,0,1,1
115183,USA,1.9,4.3,3.0,280,1,1,2,1
147472,INT,3.2,3.6,3.7,338,1,0,2,0
140793,USA,4.9,3.9,1.6,286,1,0,1,1
109819,USA,2.9,2.0,2.8,327,0,1,1,0
163906,INT,1.3,4.7,1.6,335,0,0,1,0
166129,INT,4.9,4.0,2.3,337,0,0,2,0
127611,INT,1.1,1.6,4.0,301,1,1,1,0
127677,INT,1.8,2.9,1.7,323,0,0,2,1
169536,USA,1.3,3.0,1.6,272,1,1,2,0
131318,INT,3.1,4.0,4.8,329,1,1,1,0
140538,USA,4.7,3.4,1.3,310,0,1,2,1
102834,INT,4.1,4.5,2.9,307,0,0,1,0
196979,INT,3.5,2.5,3.0,272,0,1,2,0
171164,USA,2.5,3.5,2.8,339,0,0,1,0
126546,USA,4.5,3.4,2.2,297,1,0,1,1
117287,USA,1.8,4.6,2.8,335,1,0,2,0
192952,INT,1.8,1.1,1.1,305,0,0,2,1
131936,USA,2.2,1.3,2.9,318,1,0,1,0
175298,USA,4.7,2.1,3.9,312,1,1,1,1
149106,INT,4.3,2.4,4.8,318,0,0,2,0
167431,USA,1.3,1.1,2.5,322,0,0,2,0
155051,INT,3.5,1.2,3.4,282,1,1,2,1
189741,INT,2.3,3.5,4.1,324,0,0,2,0
102701,USA,4.9,2.8,2.6,322,1,0,2,0
187991,INT,1.5,2.5,3.5,269,1,0,1,1
152883,INT,3.9,4.2,4.7,304,1,0,1,1
141710,INT,4.3,4.1,3.6,300,1,0,1,1
151106,USA,3.2,4.0,3.4,269,1,1,2,1
175894,USA,3.1,3.9,3.3,270,1,0,2,0
191338,USA,4.6,1.3,2.2,265,0,1,2,1
148465,USA,3.1,4.2,2.4,300,0,1,1,1
139282,INT,3.4,1.5,3.5,289,0,0,1,1
173956,USA,2.6,3.0,3.0,278,0,1,2,0
105950,USA,1.3,1.9,1.3,317,0,0,2,0
190443,INT,4.1,4.3,3.6,277,1,1,1,1
109522,USA,2.9,4.6,4.2,286,1,0,2,0
196563,INT,3.3,2.7,1.4,333,0,0,2,1
169161,USA,4.2,2.3,4.8,319,1,0,1,1
118603,INT,1.8,3.0,4.9,268,1,1,1,0
115337,USA,2.8,3.0,1.2,262,1,0,1,1
185119,USA,2.9,2.7,3.8,318,0,1,1,0
100776,USA,4.1,1.2,3.1,324,0,1,1,0
125091,USA,4.9,2.6,1.6,339,1,1,1,0
139204,USA,1.9,2.0,2.0,330,1,0,1,1
134636,USA,4.8,1.3,1.2,270,0,0,2,1
175490,USA,1.6,4.2,3.8,329,0,1,2,1
183623,INT,1.9,2.1,1.8,297,0,0,2,1
152387,INT,2.3,2.9,1.8,262,1,0,1,1
109728,USA,2.5,4.1,1.7,315,0,1,2,0
157064,INT,1.2,2.6,3.7,321,1,1,2,1
171755,INT,2.7,3.9,2.5,263,0,1,1,1
198874,USA,2.1,2.0,3.6,277,0,0,2,0
103188,INT,1.4,1.5,3.9,287,1,1,1,0
147960,USA,2.6,3.8,2.0,279,1,0,1,1
160793,INT,3.1,1.6,1.5,316,0,0,2,1
147006,INT,3.1,2.0,1.5,330,1,1,1,0
198174,INT,2.7,1.6,3.9,293,0,0,2,1
128621,USA,4.2,1.1,1.2,338,0,0,2,1
152369,INT,1.3,3.9,2.8,260,0,1,1,1
195537,INT,4.4,2.9,2.5,326,1,0,1,0
161067,USA,3.1,1.8,4.5,297,0,0,1,0
127247,USA,4.3,2.5,3.6,311,0,0,2,1
178470,USA,3.8,4.4,3.8,276,1,0,2,0
183740,USA,2.8,3.7,1.5,281,0,1,1,1
150716,USA,2.6,4.1,1.6,326,1,1,1,1
121228,INT,2.0,3.9,4.1,289,0,0,1,1
177976,INT,4.4,2.3,2.9,287,0,1,1,1
133401,INT,3.1,3.6,3.7,336,0,0,1,1
123165,INT,4.9,2.3,4.7,329,0,1,2,1
107840,INT,4.6,4.7,3.0,296,1,1,2,1
180138,INT,3.5,3.3,1.2,264,0,0,1,0
163359,INT,2.9,3.6,4.7,309,1,1,2,0
171329,INT,1.9,1.0,1.1,330,0,1,1,1
110735,INT,2.3,1.6,1.8,261,0,1,2,1
161592,USA,3.3,4.3,3.7,324,0,0,2,1
138045,USA,2.9,4.8,4.6,336,1,0,2,0
182273,INT,2.2,4.5,1.0,305,1,1,1,0
132892,INT,2.8,1.1,2.6,321,0,1,2,0
165665,INT,1.5,3.3,4.7,330,1,0,1,1
173856,INT,3.3,4.9,2.2,334,0,1,1,1
195441,INT,4.5,3.6,2.7,294,0,1,2,0
121621,INT,3.8,4.4,1.3,264,1,0,1,1
129256,INT,2.9,4.2,1.3,305,1,1,1,0
148633,USA,2.0,1.6,1.8,275,1,0,2,0
117811,INT,3.2,3.1,3.6,284,0,0,1,0
113666,USA,3.7,3.1,2.9,327,0,1,2,0
116725,USA,4.7,2.9,5.0,277,0,0,2,1
145083,USA,4.2,3.8,4.3,296,1,0,2,1
141855,USA,1.9,3.8,3.7,282,1,0,1,1
157429,USA,4.6,3.2,4.5,315,0,1,2,0
134607,USA,1.1,3.0,1.6,312,1,0,1,1
134804,INT,3.8,4.4,4.0,291,1,1,1,0
191179,INT,2.2,1.5,4.9,273,0,1,1,1
121751,USA,2.6,1.7,1.4,273,0,1,2,1
105770,USA,1.4,1.5,4.9,323,0,1,1,1
170379,USA,4.9,2.5,4.7,294,0,1,2,1
106928,INT,3.6,1.8,2.1,328,1,1,2,1
147528,INT,4.5,4.5,1.7,264,1,1,1,1
188223,INT,4.9,2.9,3.3,303,0,1,2,1
150873,USA,4.6,1.7,2.4,277,1,1,2,1
142153,INT,2.8,4.6,1.3,303,0,1,1,0
155333,USA,3.5,1.8,1.9,295,1,1,1,0
100323,USA,3.6,2.0,4.3,316,1,1,2,0
133899,USA,2.7,1.4,2.3,302,1,1,1,0
142330,USA,2.3,1.1,1.1,317,1,0,1,0
120612,USA,3.4,4.3,1.4,265,1,0,2,1
115012,INT,5.0,1.7,1.4,271,0,1,1,1
149980,INT,2.0,4.2,1.4,287,1,0,2,1
128072,INT,3.0,3.0,4.4,322,0,0,2,1
175721,USA,3.3,3.4,1.3,313,0,1,1,1
114628,INT,4.2,2.8,3.2,336,1,0,2,1
168732,INT,2.5,3.5,4.6,314,0,1,2,0
116258,USA,1.3,3.0,1.5,311,0,1,2,0
127444,USA,2.6,1.6,2.9,304,1,0,2,1
133027,INT,1.2,1.9,4.7,277,1,0,2,0
134997,INT,2.2,1.1,3.0,292,1,1,1,0
113131,USA,3.6,2.0,1.9,321,1,1,1,1
149217,INT,1.5,4.7,2.8,302,1,0,1,0
113286,INT,2.2,3.2,3.2,269,1,1,1,0
179305,INT,1.4,2.5,4.5,330,1,0,1,0
165557,INT,3.2,3.6,4.9,287,1,1,1,0
115454,USA,4.8,4.1,2.7,298,1,1,2,0
106075,INT,4.3,1.4,4.7,326,1,0,1,1
101302,USA,3.9,2.1,3.8,286,1,0,2,0
188308,USA,4.7,3.0,2.0,296,0,0,2,1
107826,USA,4.2,4.3,5.0,302,0,1,2,1
148070,USA,4.8,3.1,1.0,269,0,0,1,1
154111,USA,2.9,5.0,3.0,334,1,1,2,1
139856,USA,2.8,2.2,2.2,299,1,0,2,0
176449,USA,1.0,3.4,3.5,269,0,0,2,0
173056,INT,1.5,4.4,4.2,310,1,1,1,1
115813,INT,1.7,3.6,3.4,286,0,0,1,1
155167,USA,1.8,1.6,3.9,306,1,1,1,1
159399,USA,3.2,2.0,2.1,321,0,0,1,0
182401,INT,3.2,3.2,2.1,322,1,0,2,1
110491,INT,2.8,2.3,3.2,337,1,1,2,1
118109,USA,2.8,4.3,2.9,287,1,0,2,0
119084,USA,1.2,2.3,4.7,265,0,0,1,0
104441,INT,2.3,4.7,4.0,267,1,1,1,1
193971,USA,2.7,4.7,4.7,271,0,1,2,1
102680,USA,3.1,3.9,3.2,305,1,1,1,0
103643,USA,3.3,4.9,1.6,268,1,0,2,1
183695,USA,3.7,2.8,2.3,281,1,1,1,1
160301,INT,2.8,4.5,4.4,283,0,0,2,1
102462,USA,1.6,4.1,3.1,289,0,0,2,0
153404,INT,4.0,2.1,4.6,295,1,1,1,0
143422,USA,1.4,4.0,4.3,267,1,0,1,1
160799,INT,4.5,1.6,3.6,267,1,1,1,1
180244,USA,4.2,3.3,2.2,310,0,1,2,0
155650,USA,3.2,4.2,4.8,280,0,0,2,0
138538,USA,1.9,1.6,3.2,265,0,1,2,1
120501,INT,2.4,1.1,1.7,319,0,1,1,0
111099,USA,2.4,2.0,4.4,307,1,0,2,1
108915,INT,3.9,4.1,2.1,318,0,1,2,0
194010,INT,3.0,3.8,1.4,331,0,1,1,0
190646,USA,3.1,3.7,3.5,326,1,1,1,1
176315,USA,3.2,3.0,4.9,297,0,1,2,1
131767,INT,3.2,2.2,3.2,275,0,0,2,1
157003,USA,3.7,2.0,4.6,310,0,0,1,0
145574,USA,4.9,3.5,1.2,262,0,1,1,0
138177,INT,1.5,3.1,4.3,311,1,1,2,1
161564,INT,3.3,4.6,1.2,305,1,1,1,0
153033,USA,3.9,4.2,4.4,330,0,1,2,1
142933,INT,4.1,1.7,2.6,267,0,0,1,1
106721,USA,2.4,2.0,2.3,330,1,0,1,0
111179,INT,2.8,1.8,2.5,319,0,0,2,0
181268,USA,1.1,2.4,4.7,304,1,0,1,1
128816,USA,3.1,3.4,1.6,330,1,0,2,1
184305,INT,4.6,2.0,1.3,313,0,1,2,0
108226,USA,3.6,4.5,1.4,284,0,0,1,0
114785,USA,1.7,1.1,3.4,314,0,1,1,0
143000,USA,2.3,2.1,2.5,317,1,0,2,0
129063,INT,3.8,3.3,4.7,284,1,0,1,1
173855,USA,3.7,4.7,4.5,269,0,0,2,0
138732,INT,4.3,1.5,4.8,305,0,0,2,0
119464,USA,4.9,3.5,4.3,263,0,0,2,1
137648,INT,2.9,3.1,4.9,327,0,0,2,1
117561,USA,4.8,1.9,5.0,264,1,0,2,0
120467,USA,2.6,1.5,4.3,270,0,0,2,1
116222,INT,1.7,4.6,3.9,286,0,0,1,0
170305,INT,3.0,1.2,2.6,315,1,1,1,0
145009,USA,1.7,4.0,5.0,321,0,1,2,1
166899,INT,1.5,1.0,2.5,299,1,0,2,1
126898,USA,4.1,2.5,1.8,288,0,1,1,0
159224,INT,2.4,2.0,4.7,302,0,1,2,1
179773,INT,2.6,1.9,1.6,279,1,0,2,0
101748,USA,4.1,2.4,2.4,306,1,0,1,1
146842,INT,4.6,1.2,3.9,333,1,0,2,1
104279,USA,2.0,3.3,2.0,305,1,1,2,1
130807,INT,2.7,2.9,3.5,324,1,1,1,0
171499,USA,4.3,1.4,1.2,268,1,0,2,0
155296,USA,2.9,4.7,1.1,300,0,1,1,0
102406,USA,3.8,2.0,4.4,309,0,1,2,1
175550,INT,3.1,3.4,2.1,310,1,0,2,1
178949,INT,2.1,2.8,1.7,274,1,0,1,1
164411,INT,1.9,4.0,2.0,276,0,0,1,0
179352,INT,2.6,2.0,2.6,275,1,0,2,1
148255,USA,4.3,2.0,1.4,284,0,1,1,0
151790,USA,2.5,3.6,3.8,327,1,0,1,1
126423,USA,2.0,2.1,1.8,262,1,1,2,0
121803,INT,2.6,3.4,2.2,280,1,0,2,1
183397,USA,2.9,4.8,2.3,265,0,0,2,0
133813,INT,2.0,2.1,1.3,296,1,0,1,0
175577,USA,4.9,2.4,3.2,315,0,1,2,1
194895,USA,4.6,3.5,2.3,333,1,0,1,0
180335,INT,4.0,4.4,4.7,300,1,1,1,1
171073,INT,2.6,4.5,1.5,304,1,1,2,0
168734,INT,4.2,3.6,2.8,263,1,0,2,0
111638,USA,1.2,2.2,1.5,272,0,0,1,0
153553,USA,4.9,1.3,1.2,305,1,1,2,0
198417,INT,1.3,1.2,1.0,293,0,1,2,0
163821,USA,4.8,2.8,1.6,299,0,1,1,1
119483,INT,1.5,3.5,3.7,296,0,0,2,1
182264,INT,4.4,3.4,3.9,311,0,0,1,1
126250,USA,2.5,3.5,1.1,302,0,0,1,1
120908,USA,2.8,4.3,1.8,307,0,1,2,1
179905,USA,4.8,1.3,2.4,284,0,0,2,1
132399,USA,3.9,4.5,1.0,302,0,0,2,1
186913,USA,2.9,1.0,2.1,261,0,1,1,1
126851,USA,3.0,2.0,1.2,333,0,0,2,0
109323,INT,2.6,2.5,4.4,323,0,1,1,0
111275,USA,3.2,1.1,4.2,331,0,1,1,1
149497,USA,2.8,4.8,2.4,263,0,1,1,1
127464,USA,3.1,2.1,2.7,333,0,0,1,0
164360,USA,4.2,1.4,3.4,267,0,0,1,1
162679,INT,2.4,1.8,3.7,289,0,1,1,1
174434,USA,2.6,4.3,4.1,328,0,0,2,0
125191,USA,4.5,3.7,3.7,281,0,0,1,1
166648,USA,2.0,3.4,4.0,321,1,1,2,1
134281,USA,3.4,2.0,2.5,325,1,1,2,1
118849,INT,4.8,3.4,2.8,274,1,0,2,0
116089,USA,2.5,3.0,1.5,298,1,1,1,0
197439,USA,4.0,4.8,4.4,285,1,1,2,1
102820,USA,3.1,1.6,4.1,275,0,0,2,0
152995,USA,2.1,4.3,4.7,328,0,1,2,1
126298,USA,3.0,1.5,3.0,314,0,0,2,1
116007,USA,2.7,2.2,3.4,332,1,0,1,0
130100,USA,3.7,4.2,1.9,336,0,0,1,1
150250,USA,3.5,1.6,4.5,306,0,1,2,0
186030,USA,4.6,2.7,4.7,296,1,0,2,1
173406,INT,1.2,4.7,2.2,268,1,0,2,0
182390,INT,1.0,1.3,2.9,317,1,1,2,1
152328,USA,4.2,3.8,2.0,287,1,1,2,1
176840,INT,3.9,4.1,2.9,306,1,0,1,0
188917,INT,4.2,3.9,1.7,301,0,0,2,0
162620,USA,1.9,3.7,2.8,298,1,0,1,1
169769,USA,1.3,4.4,1.2,329,0,0,2,1
136164,INT,3.2,4.9,5.0,294,0,1,1,1
112975,USA,1.3,2.8,1.7,332,1,0,1,0
142702,INT,2.0,3.5,4.1,336,0,0,1,1
117885,USA,4.5,3.6,4.6,331,1,1,2,1
166855,USA,2.4,4.0,4.1,332,0,0,2,0
140367,INT,3.5,3.1,4.1,282,1,0,2,1
188944,USA,2.2,4.3,1.4,288,0,0,1,0
178243,INT,3.1,3.1,1.2,279,0,1,2,1
121266,INT,4.6,2.3,1.1,321,1,1,1,0
133819,INT,4.8,1.5,2.3,272,0,0,2,0
145068,INT,1.7,2.0,2.0,297,0,0,1,1
176774,INT,2.5,3.9,3.4,319,0,1,2,1
125752,INT,4.1,1.6,1.0,304,1,1,2,0
150027,USA,2.2,4.9,1.5,311,1,0,2,1
165659,INT,4.3,3.8,1.2,300,1,1,2,0
151671,USA,4.0,2.1,3.3,331,1,0,2,0
115637,USA,2.1,4.5,3.6,289,0,1,2,0
160062,USA,3.9,3.4,4.7,282,1,0,2,1
122854,INT,3.1,3.0,1.7,300,1,0,2,1
192227,USA,3.4,4.4,4.7,313,1,1,1,1
188633,USA,4.6,4.8,4.9,272,1,0,1,1
110854,INT,1.3,3.1,3.7,338,1,1,2,0
106214,USA,2.7,3.4,4.9,288,1,1,1,0
134354,USA,5.0,2.0,2.0,276,1,0,1,0
103738,INT,1.5,3.9,4.5,264,0,1,1,1
173860,INT,2.9,1.5,2.7,265,0,1,1,1
156077,INT,4.1,4.2,2.5,298,0,0,1,1
176487,INT,4.8,4.8,1.2,280,0,1,1,0
137829,INT,1.7,3.6,1.2,261,0,0,2,1
114711,USA,3.1,3.5,4.9,324,1,1,2,0
119838,USA,3.6,1.8,1.2,284,1,0,2,0
118088,INT,3.0,4.3,1.7,307,1,0,2,0
112638,USA,1.7,1.4,4.5,279,0,0,1,0
106373,INT,4.1,4.0,4.0,336,1,0,1,1
171757,USA,4.1,4.2,2.3,322,1,1,1,1
192359,USA,1.7,3.5,1.6,278,0,0,1,0
178389,INT,4.7,4.9,3.1,305,0,1,2,0
125012,USA,2.2,4.6,3.5,325,1,1,1,1
120874,USA,3.0,3.8,1.3,324,0,1,1,1
118030,INT,2.1,1.7,4.8,280,1,1,2,0
162429,INT,1.3,4.2,2.9,261,1,0,2,0
140508,USA,1.8,4.8,2.4,306,0,1,1,0
154872,USA,3.6,3.9,4.3,336,0,0,2,1
113470,USA,4.7,2.6,3.2,277,0,0,1,1
140359,USA,4.7,4.6,4.6,285,0,1,1,1
133974,USA,2.4,4.8,2.8,262,1,1,2,0
113381,USA,3.2,3.8,1.1,262,1,1,2,0
172310,INT,4.8,2.5,2.7,336,1,0,1,0
150417,USA,1.6,1.1,2.0,300,1,0,2,1
129152,USA,4.5,3.0,4.9,328,0,1,2,0
160790,INT,4.7,4.9,2.1,320,0,0,2,1
166275,INT,2.8,4.8,2.9,338,0,0,1,0
173310,INT,3.3,4.7,4.1,282,0,0,2,0
109573,USA,2.1,2.1,2.8,272,0,0,2,1
169201,INT,1.4,3.7,1.9,318,0,0,2,0
155739,USA,2.1,3.9,3.7,323,1,0,1,0
143531,INT,1.5,4.5,4.6,311,0,1,1,1
123129,USA,4.0,4.9,3.1,279,1,0,1,1
153015,INT,1.9,2.2,1.4,323,1,0,2,0
181385,USA,2.8,4.1,3.7,275,0,1,2,1
169276,USA,4.3,4.9,3.3,333,0,0,1,1
104135,INT,3.5,4.6,3.6,290,0,0,2,1
186751,USA,2.7,1.9,1.7,268,1,0,2,0
161008,INT,1.1,2.9,2.9,285,0,0,2,1
130429,INT,4.2,1.1,2.9,266,1,0,2,1
153326,USA,2.3,1.2,4.9,303,0,1,1,1
158012,INT,3.0,3.5,4.5,308,1,0,1,0
153690,USA,3.8,4.1,2.2,278,1,1,2,0
131088,INT,2.3,2.5,4.6,302,1,1,1,0
179902,INT,3.8,2.4,2.4,288,1,0,2,1
112096,USA,2.4,2.5,4.6,277,0,1,1,1
108679,INT,4.7,4.5,4.5,339,1,1,2,1
138315,USA,5.0,1.3,2.8,274,0,1,1,1
146823,INT,4.8,4.5,2.5,281,1,0,2,1
134111,USA,2.8,3.3,2.8,329,0,0,2,1
118613,INT,2.6,4.7,2.2,332,1,1,1,1
137640,INT,2.4,4.8,4.5,291,1,0,2,0
109038,INT,3.4,1.4,3.0,280,0,1,1,1
193747,INT,1.9,4.7,4.0,323,0,0,1,0
146799,USA,4.5,1.5,4.2,319,1,0,1,1
174089,USA,1.4,4.6,3.3,321,0,0,2,0
110484,USA,1.3,2.8,2.4,338,1,1,1,0
177331,INT,2.7,4.2,2.6,319,0,0,2,1
116271,INT,2.9,3.8,3.0,283,0,1,2,0
195857,USA,2.9,3.8,4.6,302,1,1,2,0
126159,USA,1.9,3.1,3.6,328,0,0,1,1
180060,USA,2.3,2.0,3.6,304,0,1,2,1
152158,INT,4.3,4.2,3.4,292,1,1,1,1
151224,USA,1.7,4.1,5.0,306,0,0,2,1
140022,INT,3.6,3.1,1.6,295,1,0,2,0
147915,USA,3.9,1.2,1.1,324,1,1,2,0
186931,INT,1.5,3.4,3.5,312,0,1,1,0
120524,USA,2.8,1.3,2.9,306,1,0,2,0
164038,INT,3.0,2.6,3.6,313,0,0,1,1
192277,INT,2.7,3.6,2.5,324,0,0,1,1
167343,INT,1.7,3.5,4.8,291,1,0,1,0
101249,USA,4.4,3.1,4.4,304,1,0,2,1
199971,USA,2.1,2.2,2.2,302,0,0,1,1
142016,USA,3.6,3.8,2.3,324,1,1,2,1
164156,USA,2.4,1.8,2.7,269,1,1,1,1
149260,INT,2.3,1.9,1.8,315,1,0,2,1
147602,USA,4.3,1.7,4.3,321,1,0,2,1
177935,USA,3.0,3.4,2.5,311,0,0,1,0
192635,USA,3.2,3.6,3.1,271,0,0,2,1
134906,INT,3.9,3.8,3.5,295,0,1,1,0
120485,INT,2.2,4.5,2.6,279,0,1,1,0
122997,USA,4.5,2.8,2.2,332,1,0,1,1
156485,INT,2.1,3.3,2.9,289,1,0,1,0
142374,USA,1.0,4.8,1.8,265,1,1,1,1
187287,USA,5.0,3.1,1.2,320,0,0,1,0
169456,INT,4.4,1.1,4.6,313,1,0,2,1
142925,USA,4.9,4.9,1.1,297,0,0,2,0
154882,USA,4.4,2.3,3.0,290,1,0,2,0
197458,INT,2.4,1.6,2.1,280,0,1,2,1
109888,INT,3.5,2.0,2.8,311,0,1,2,1
181090,INT,4.4,3.2,1.8,267,0,0,2,1
119642,INT,3.4,1.8,1.6,297,0,0,1,1
175576,INT,1.0,4.9,1.6,332,1,0,2,1
104228,INT,3.9,3.4,2.9,323,1,1,1,0
170366,USA,4.4,1.4,1.9,300,0,0,1,0
188144,INT,3.9,2.1,4.2,270,0,0,2,1
144405,USA,2.7,1.4,1.5,311,1,0,2,1
120848,USA,3.2,4.9,1.7,273,1,0,1,0
131254,INT,2.4,4.8,2.5,309,0,0,1,1
138300,USA,5.0,3.2,2.3,272,1,1,2,0
168875,INT,4.7,1.0,1.1,325,1,0,2,1
129246,USA,4.9,4.7,1.5,338,1,0,2,0
110479,INT,2.0,3.9,4.6,331,0,0,1,1
128658,USA,2.1,1.3,4.0,296,0,0,2,1
122747,INT,2.5,3.8,2.6,297,1,0,1,0
104385,INT,2.3,2.8,1.9,335,0,1,2,0
164483,USA,4.9,2.8,1.3,269,0,1,1,1
132385,INT,3.3,3.8,2.0,326,1,0,1,1
129643,USA,4.9,3.7,4.8,319,0,0,1,1
127624,INT,1.7,1.5,2.7,260,0,0,2,0
137628,INT,3.5,4.1,2.1,308,0,0,1,0
128848,USA,1.6,1.2,1.4,321,0,0,2,0
124839,USA,2.6,3.7,2.8,274,1,1,2,0
188720,USA,1.2,3.3,3.3,305,1,0,1,0
126028,INT,3.8,4.9,5.0,261,1,0,2,1
199787,USA,3.1,3.7,1.0,275,1,1,1,0
147728,INT,4.8,4.9,1.0,273,0,0,1,0
180372,INT,3.4,3.9,4.5,309,0,1,2,1
124014,INT,3.6,4.8,1.3,301,1,0,1,1
131834,USA,3.9,2.6,4.2,324,1,0,2,1
179449,USA,4.4,1.8,2.2,318,1,0,1,0
196038,INT,2.9,4.2,2.2,295,0,0,1,0
140663,USA,4.4,2.9,1.5,303,1,0,2,1
118518,USA,2.3,4.3,3.0,338,1,1,2,1
148206,USA,3.1,1.8,4.4,329,0,1,2,0
186424,INT,3.7,3.5,2.0,292,1,0,1,1
108977,INT,1.8,5.0,4.6,300,0,0,1,1
123366,USA,4.6,2.8,4.9,296,1,1,2,0
161945,USA,1.4,3.9,2.9,315,1,0,1,0
198483,USA,1.5,2.3,3.9,314,0,1,2,1
178792,USA,1.9,2.3,4.5,286,1,1,1,1
103814,INT,2.5,3.9,3.0,266,1,0,1,1
153093,INT,3.5,4.9,1.4,318,1,0,2,1
191032,USA,1.6,3.7,1.1,334,0,0,1,1
154317,USA,1.9,1.6,2.8,292,1,0,1,0
115624,INT,3.0,3.2,1.3,293,1,0,1,0
140352,INT,4.9,1.5,4.9,317,1,1,2,0
117103,USA,3.0,1.7,4.8,312,1,0,2,1
192487,USA,3.0,2.7,4.2,292,0,0,2,1
129440,INT,2.4,1.1,2.3,283,1,0,1,0
111647,USA,4.5,3.9,3.6,321,1,0,1,1
190530,INT,1.1,1.4,4.7,260,1,0,1,1
196742,INT,4.2,1.3,3.6,297,0,1,1,1
128545,INT,2.9,3.1,1.2,262,0,0,2,0
191591,INT,4.6,3.0,2.3,265,0,1,2,0
105937,USA,3.8,4.9,3.2,319,1,1,2,0
137648,INT,4.1,1.4,1.3,297,0,1,1,1
198435,USA,1.4,1.8,2.2,316,0,1,1,1
111383,INT,3.2,4.2,2.0,338,1,0,2,0
190281,INT,1.3,1.7,4.1,331,1,1,2,0
126032,INT,2.0,1.1,2.8,260,1,0,1,1
161684,INT,2.7,4.2,2.2,323,1,1,1,0
128428,USA,4.5,3.1,4.2,308,0,1,2,1
140681,USA,2.5,3.2,3.1,302,1,1,1,1
129755,INT,4.3,3.6,4.5,262,1,1,1,0
159704,USA,2.1,1.5,4.3,328,0,1,1,1
116728,INT,1.9,2.6,1.6,311,0,1,1,1
120611,USA,1.5,4.4,4.1,306,1,1,1,1
161718,USA,2.7,4.6,1.9,292,1,1,2,0
181769,USA,1.2,1.3,3.8,297,0,1,2,1
196774,USA,1.8,1.1,4.5,310,0,1,2,1
108482,INT,4.4,3.5,4.0,290,0,1,1,0
133104,USA,4.1,2.0,2.1,337,0,0,1,1
139088,INT,2.9,1.2,2.3,276,0,0,2,1
111564,INT,2.8,1.4,2.2,274,1,0,1,1
156209,USA,3.0,3.1,2.4,326,0,0,1,0
142279,INT,3.4,2.5,1.7,325,1,0,1,0
189275,USA,3.3,3.6,3.7,320,0,1,2,0
123125,INT,1.1,2.4,4.6,298,1,1,1,0
199260,INT,4.4,4.2,4.1,295,1,0,1,1
162099,INT,4.2,4.2,1.4,262,0,0,1,0
135316,USA,5.0,1.1,4.7,323,1,1,1,0
167138,USA,3.2,4.1,1.8,305,1,1,1,1
106839,USA,2.6,3.2,2.0,278,0,0,2,0
152449,USA,2.6,1.2,4.4,319,1,0,1,1
144338,INT,1.6,1.9,4.7,332,1,0,2,0
122420,USA,3.7,2.1,3.0,298,0,1,2,0
143339,USA,1.4,4.4,4.7,315,0,0,1,0
109541,USA,4.1,2.6,2.0,274,0,1,2,1
156161,INT,3.5,3.5,1.6,301,1,0,2,1
177861,USA,4.9,3.1,2.0,310,0,1,2,0
133085,INT,1.3,3.3,2.4,336,0,0,1,1
156079,INT,5.0,4.2,4.0,265,1,1,1,0
121284,INT,2.0,2.8,2.6,309,1,1,2,1
121126,INT,1.6,3.2,2.6,301,1,0,2,1
118702,INT,4.0,3.9,1.7,332,0,0,1,1
171690,USA,2.0,1.6,3.3,268,0,1,1,0
158768,INT,2.3,1.3,3.6,261,0,0,1,1
159027,USA,1.3,4.8,2.5,331,0,0,2,1
150396,INT,1.8,2.0,1.1,294,0,0,1,0
149154,INT,3.9,3.4,3.2,336,1,1,1,1
157681,USA,3.2,1.3,2.0,331,0,0,1,1
116670,INT,2.4,1.5,2.4,277,0,1,1,1
163385,USA,3.0,1.3,4.4,299,0,0,1,1
110065,INT,1.3,2.0,3.9,326,1,1,1,0
191050,INT,2.8,2.0,4.3,298,1,0,1,0
180107,USA,3.0,4.0,4.4,314,0,0,2,0
197410,INT,3.7,4.8,4.3,279,0,0,1,1
116488,USA,4.6,2.4,1.8,262,1,1,2,0
140760,INT,3.9,1.9,2.3,265,0,0,2,1
138862,USA,1.5,2.1,2.3,332,0,0,2,1
